Género,Embarque en Línea,Servicio a Bordo,Servicio de Espacio para las Piernas,Manejo de Equipaje,Servicio de Registro,Servicio en Vuelo,cleanliness,Retraso en la Salida en Minutos,Retraso en la Llegada en Minutos
,4,3,3,3,4,3,5,8,2.0
,3,4,3,4,3,4,4,0,11.0
,5,3,2,4,4,5,5,0,11.0
,2,4,4,4,5,4,5,0,0.0
,2,3,3,3,3,3,1,11,7.0
,5,4,3,4,4,4,4,2,0.0
,2,1,2,3,2,3,2,163,153.0
,1,3,2,3,3,3,4,0,4.0
,4,3,3,3,2,3,4,0,0.0
,3,3,3,3,1,4,3,54,44.0
,4,3,3,3,5,3,4,0,0.0
,2,1,2,4,1,4,4,0,0.0
,0,4,4,5,5,4,2,0,0.0
,4,2,2,2,2,2,4,24,27.0
,1,4,4,4,2,4,3,48,49.0
,5,5,5,5,5,5,5,2,0.0
,2,3,4,5,3,5,1,12,0.0
,5,4,5,4,5,4,5,0,0.0
,2,1,0,1,4,1,2,42,23.0
,4,5,5,5,3,5,4,0,0.0
,4,2,5,3,1,3,1,0,0.0
,3,2,4,2,4,3,1,0,0.0
,5,4,4,4,3,4,5,6,0.0
,3,1,4,2,4,5,2,1,0.0
,3,4,2,4,4,4,3,6,15.0
,3,5,4,5,5,4,5,0,0.0
,0,3,3,5,5,5,5,0,0.0
,3,1,1,5,2,2,3,0,5.0
,5,2,2,2,4,2,3,37,36.0
,4,2,1,4,2,5,1,1,0.0
,4,1,1,1,4,1,3,0,9.0
,4,4,4,4,4,4,3,0,0.0
,5,5,5,5,3,5,5,62,57.0
,3,4,2,3,4,1,4,0,0.0
,1,3,4,3,4,5,4,43,33.0
,5,4,4,4,4,4,4,8,5.0
,4,2,4,3,1,4,3,30,37.0
,4,5,5,5,4,5,4,49,45.0
,3,3,4,4,2,3,5,6,7.0
,1,2,3,3,1,2,1,120,144.0
,5,2,2,2,5,2,5,3,0.0
,5,3,2,4,4,4,5,15,5.0
,2,2,1,3,5,5,2,0,0.0
,3,2,1,4,1,4,3,18,18.0
,4,3,3,3,5,3,3,0,15.0
,4,2,2,2,1,2,1,91,77.0
,3,4,2,5,3,4,2,0,0.0
,4,5,3,5,1,5,1,0,0.0
,4,2,4,4,4,1,4,299,284.0
,3,3,2,4,4,3,3,0,0.0
,4,4,2,3,3,4,1,0,0.0
,5,3,1,3,5,1,5,0,0.0
,5,2,2,2,4,2,4,0,0.0
,3,2,2,2,3,2,3,0,1.0
,3,1,4,4,4,4,3,5,6.0
,4,4,5,4,3,4,1,0,19.0
,4,3,3,4,1,4,2,0,0.0
,3,2,4,4,3,4,3,136,146.0
,3,4,4,4,4,4,4,0,0.0
,5,2,2,1,5,3,5,14,3.0
,4,1,2,5,5,1,4,24,59.0
,5,4,4,4,4,4,5,0,0.0
,4,4,4,4,3,4,4,0,25.0
,4,5,5,5,3,5,5,7,2.0
,2,3,2,4,3,5,4,0,11.0
,3,4,1,3,1,3,4,0,0.0
,2,4,4,5,4,4,1,79,71.0
,4,3,4,3,5,3,4,0,0.0
,3,2,4,4,4,3,3,0,9.0
,0,3,3,4,3,4,1,29,28.0
,4,3,3,5,5,3,5,0,0.0
,5,4,2,4,3,5,1,0,0.0
,1,3,4,4,1,3,1,0,16.0
,4,5,5,5,3,5,5,0,0.0
,5,4,4,4,4,4,3,15,3.0
,4,4,4,4,5,5,3,0,1.0
,4,4,2,5,4,4,2,0,0.0
,3,3,1,4,1,3,1,0,0.0
,4,5,5,5,3,5,3,46,46.0
,4,5,5,5,4,5,4,0,0.0
,5,4,4,4,5,4,4,8,0.0
,4,4,3,4,3,4,3,34,20.0
,1,4,1,4,4,3,5,0,0.0
,5,3,2,4,3,4,1,52,38.0
,4,4,4,4,4,4,4,80,72.0
,5,5,5,5,4,5,4,0,0.0
,4,2,3,3,2,4,5,0,0.0
,4,4,4,4,3,4,3,0,0.0
,3,3,3,5,3,5,3,0,0.0
,2,1,1,4,1,4,2,13,0.0
,5,5,5,5,5,5,3,0,0.0
,1,2,2,4,3,4,2,0,0.0
,1,4,2,5,1,4,5,106,103.0
,5,4,4,4,5,4,4,0,0.0
,3,5,4,4,4,4,1,28,36.0
,3,3,3,3,4,3,2,3,0.0
,2,3,4,3,3,3,2,82,63.0
,4,5,1,5,5,1,5,66,78.0
,4,1,1,1,1,1,2,0,0.0
,1,2,4,4,4,4,1,113,114.0
,3,1,1,1,3,1,1,15,9.0
,4,3,1,1,4,5,4,64,65.0
,5,4,4,4,5,4,5,0,13.0
,4,4,4,4,4,4,3,0,0.0
,3,4,2,4,4,4,3,0,0.0
,5,4,4,4,3,4,3,0,0.0
,3,3,5,5,4,5,3,0,0.0
,4,2,2,3,1,2,2,0,0.0
,4,4,4,4,4,4,5,0,0.0
,2,4,1,3,1,3,1,14,80.0
,3,2,2,4,3,3,3,0,0.0
,1,5,3,4,3,5,5,0,0.0
,2,3,3,5,5,5,1,0,0.0
,5,4,4,4,1,4,2,39,57.0
,2,3,4,5,3,4,2,0,0.0
,5,5,4,5,3,5,3,22,21.0
,5,5,5,5,3,5,4,55,52.0
,4,3,3,3,4,3,2,0,0.0
,4,4,2,3,5,1,4,21,29.0
,5,5,5,5,4,5,5,1,4.0
,2,4,5,4,4,4,2,11,0.0
,4,3,3,3,2,3,3,0,0.0
,5,5,5,5,3,5,4,46,54.0
,4,4,4,4,5,4,4,10,16.0
,5,4,4,4,5,4,3,0,0.0
,3,2,5,3,5,5,1,30,40.0
,3,4,3,5,3,4,5,0,0.0
,1,3,2,4,2,4,3,0,0.0
,5,3,4,3,3,3,5,1,6.0
,3,3,4,4,4,4,2,0,0.0
,5,4,4,4,4,4,5,6,0.0
,5,2,2,3,5,3,5,326,366.0
,4,5,5,5,4,5,5,0,0.0
,5,1,3,4,4,2,5,6,6.0
,3,3,2,4,3,3,3,1,0.0
,3,4,3,3,3,4,4,0,0.0
,2,2,3,4,4,3,2,46,36.0
,2,4,4,2,3,2,5,12,9.0
,4,4,4,4,4,4,5,21,19.0
,3,5,5,5,4,4,4,14,5.0
,5,5,5,5,5,5,5,0,0.0
,4,2,3,4,4,4,4,170,166.0
,4,4,5,4,2,3,4,0,8.0
,1,2,2,3,1,4,1,2,0.0
,4,5,3,4,3,5,4,2,0.0
,5,3,4,3,3,3,4,0,26.0
,4,4,5,4,3,4,4,10,0.0
,3,4,5,1,1,3,4,3,0.0
,3,4,0,4,3,4,3,0,0.0
,4,2,4,5,2,3,4,0,0.0
,1,2,5,4,1,3,4,82,76.0
,4,2,2,2,2,2,2,25,25.0
,3,1,3,3,1,2,1,3,0.0
,5,5,5,5,3,5,4,0,6.0
,3,5,5,3,3,5,1,0,0.0
,5,4,3,5,4,4,3,26,7.0
,2,4,4,1,2,4,3,14,0.0
,5,3,3,3,3,3,5,25,24.0
,5,4,5,4,4,4,3,21,11.0
,3,4,5,5,3,4,5,0,0.0
,3,2,2,2,4,2,2,0,0.0
,3,5,2,5,3,5,1,9,12.0
,5,4,4,4,4,4,5,0,1.0
,1,4,2,3,5,4,1,0,0.0
,3,4,3,2,1,2,4,0,0.0
,0,3,3,4,4,5,2,0,0.0
,5,5,3,4,5,5,5,17,0.0
,5,4,4,4,4,4,3,0,0.0
,3,4,5,3,3,3,3,31,46.0
,1,5,2,5,4,4,1,3,0.0
,4,4,4,4,3,4,4,21,9.0
,3,1,4,4,4,4,1,9,1.0
,1,3,3,4,1,5,1,0,0.0
,3,5,5,4,4,4,2,0,0.0
,5,4,4,4,3,4,5,0,0.0
,1,2,4,4,3,3,1,4,9.0
,5,1,4,5,1,3,5,13,0.0
,5,4,5,4,4,4,4,0,0.0
,3,3,2,4,2,3,3,34,29.0
,4,5,2,2,4,5,5,0,0.0
,4,5,5,5,4,5,4,0,0.0
,4,1,3,3,1,3,2,6,13.0
,2,4,4,4,1,3,1,3,8.0
,5,5,5,5,3,5,3,0,0.0
,4,2,3,3,2,3,3,0,6.0
,5,5,3,5,3,5,4,0,0.0
,2,5,4,5,5,5,4,33,18.0
,4,5,5,5,3,5,4,0,0.0
,1,3,1,4,2,4,5,63,57.0
,4,4,3,5,4,5,2,11,0.0
,3,3,2,2,5,2,2,2,13.0
,4,1,2,1,4,1,4,0,0.0
,4,4,2,4,3,5,3,42,34.0
,3,3,4,4,5,5,4,8,2.0
,3,4,5,3,2,3,3,12,5.0
,5,5,5,5,5,5,3,0,0.0
,4,3,1,1,2,3,4,50,44.0
,3,3,3,3,1,3,2,6,7.0
,4,2,2,2,2,2,1,31,48.0
,0,3,2,5,4,5,3,0,0.0
,3,1,5,5,3,3,3,0,3.0
,4,4,4,4,5,4,3,99,90.0
,5,4,4,4,5,4,3,1,0.0
,4,3,3,3,5,3,5,0,4.0
,2,2,3,4,4,1,1,0,0.0
,4,2,2,3,3,1,2,0,0.0
,5,1,4,5,2,4,5,0,0.0
,3,4,4,3,3,3,4,124,117.0
,4,4,4,4,3,4,5,86,80.0
,1,4,5,5,4,5,3,0,9.0
,3,5,2,5,1,5,2,8,26.0
,4,2,2,2,3,2,2,39,30.0
,2,4,3,4,4,4,3,0,0.0
,1,4,2,2,5,2,5,0,0.0
,4,4,4,4,5,4,3,0,0.0
,1,2,3,4,3,3,2,0,0.0
,3,5,3,5,4,5,2,0,0.0
,2,1,2,1,4,2,2,0,0.0
,5,3,1,3,2,4,3,74,64.0
,2,5,3,4,5,5,4,84,78.0
,4,4,3,3,5,5,4,1,0.0
,2,5,2,5,5,4,4,3,0.0
,5,1,1,3,4,3,2,11,4.0
,4,3,3,3,3,3,5,0,11.0
,4,5,5,5,4,5,5,0,0.0
,1,2,3,2,3,1,3,2,0.0
,5,4,4,4,5,4,4,0,0.0
,2,5,5,5,4,4,5,0,0.0
,5,5,4,5,5,5,5,5,0.0
,3,3,3,3,1,3,4,12,10.0
,1,2,2,2,3,2,3,0,2.0
,3,1,1,1,2,1,3,17,25.0
,4,5,4,5,4,5,1,1,3.0
,4,5,3,5,3,5,4,0,0.0
,5,5,5,5,4,5,3,9,6.0
,1,4,1,3,1,2,5,78,46.0
,2,2,5,4,1,2,2,0,0.0
,2,5,5,5,4,5,5,0,0.0
,3,3,3,4,3,5,5,15,12.0
,5,5,5,5,3,5,4,0,0.0
,1,3,2,4,4,4,1,8,16.0
,4,2,0,2,3,2,4,129,122.0
,5,4,4,4,3,4,5,0,0.0
,4,4,5,1,2,1,5,0,0.0
,2,3,4,2,3,2,2,0,0.0
,5,4,4,4,4,4,3,0,0.0
,4,3,3,1,4,3,5,39,20.0
,4,3,2,4,5,4,5,0,0.0
,3,5,5,5,4,5,4,0,6.0
,4,5,2,5,5,4,5,2,10.0
,5,4,4,4,3,4,4,0,0.0
,4,3,3,3,4,3,4,4,0.0
,4,4,5,4,1,4,2,18,17.0
,4,3,4,3,1,4,2,0,0.0
,4,3,2,3,1,3,3,0,0.0
,5,5,5,5,3,5,5,0,0.0
,4,4,4,1,4,5,3,114,127.0
,5,3,3,3,3,3,4,0,0.0
,2,1,3,3,2,1,2,362,371.0
,5,3,3,3,4,3,4,0,0.0
,4,2,2,2,4,2,3,5,0.0
,0,1,5,4,4,4,2,87,80.0
,0,1,4,2,1,2,5,0,0.0
,0,5,4,4,3,4,4,18,6.0
,2,2,3,4,2,4,4,0,21.0
,5,2,5,5,5,2,2,0,0.0
,5,5,5,5,5,5,3,4,3.0
,5,5,5,4,5,5,5,0,5.0
,3,3,5,5,5,5,3,0,0.0
,5,1,2,4,3,4,3,0,3.0
,1,3,2,3,5,3,5,0,4.0
,3,4,1,4,3,4,4,0,4.0
,2,4,2,5,5,5,3,0,0.0
,4,2,2,2,5,2,4,3,0.0
,1,2,5,1,4,5,5,0,0.0
,5,4,2,4,4,4,4,0,0.0
,5,5,5,5,4,5,3,0,0.0
,2,1,2,5,2,2,4,0,0.0
,2,4,4,4,2,2,2,166,147.0
,3,5,5,5,1,5,4,0,0.0
,4,4,5,4,5,4,4,15,1.0
,2,3,1,2,4,1,4,0,0.0
,3,4,1,4,1,3,3,28,17.0
,4,1,1,1,4,3,5,9,5.0
,0,5,2,5,5,4,2,0,1.0
,4,2,1,3,3,4,4,0,0.0
,4,4,4,3,5,5,3,0,0.0
,3,3,4,2,5,2,2,0,0.0
,2,5,5,4,2,4,3,14,7.0
,2,4,4,4,2,4,2,0,0.0
,2,4,4,4,5,5,1,0,1.0
,4,4,1,1,2,4,4,10,17.0
,5,4,2,5,3,4,4,9,17.0
,5,2,2,2,4,2,4,11,0.0
,3,3,3,3,1,3,2,0,0.0
,5,1,3,4,2,1,5,0,0.0
,4,2,2,2,2,2,4,0,0.0
,4,5,5,5,5,5,3,0,6.0
,1,2,1,4,4,3,2,0,0.0
,3,2,5,2,4,3,5,5,0.0
,5,5,5,5,4,5,5,0,31.0
,2,2,2,4,1,3,1,12,0.0
,5,2,2,4,5,1,2,0,0.0
,5,5,4,4,3,5,5,1,0.0
,1,3,2,3,4,4,1,33,17.0
,3,1,4,3,3,4,2,0,0.0
,1,5,5,5,3,5,2,3,0.0
,5,3,4,3,4,3,3,57,47.0
,5,4,4,4,5,4,5,0,0.0
,5,2,4,4,1,4,2,0,15.0
,4,5,5,5,5,5,3,17,29.0
,5,4,4,4,5,4,5,0,0.0
,2,5,2,4,3,4,5,0,0.0
,4,5,5,5,3,5,4,18,22.0
,4,4,4,4,3,4,4,44,24.0
,2,4,5,4,2,4,3,20,6.0
,2,2,3,4,4,4,2,4,0.0
,5,5,5,5,5,5,3,0,0.0
,5,5,3,5,4,5,5,0,0.0
,4,4,1,3,4,3,1,26,15.0
,5,4,4,4,3,4,3,0,0.0
,3,4,2,2,1,5,4,0,0.0
,2,5,4,4,4,5,4,1,0.0
,4,3,2,5,4,5,4,0,0.0
,3,1,2,1,4,1,4,6,6.0
,2,2,3,3,4,3,2,64,51.0
,1,4,1,3,1,3,5,22,17.0
,4,4,2,4,1,1,2,0,0.0
,2,3,2,2,2,1,2,0,0.0
,4,1,3,1,4,1,5,11,11.0
,1,3,1,3,1,4,4,0,0.0
,1,2,2,3,4,5,5,0,0.0
,4,5,5,5,5,5,3,0,0.0
,2,3,2,3,1,4,3,16,9.0
,1,5,5,5,1,5,5,0,0.0
,1,3,5,4,3,4,2,0,0.0
,4,4,4,4,4,4,5,28,16.0
,3,4,3,4,2,3,5,0,15.0
,5,5,5,5,4,5,5,0,0.0
,4,5,5,5,4,5,4,0,0.0
,3,2,3,1,1,2,3,0,0.0
,5,5,4,5,3,4,4,22,25.0
,5,5,2,4,3,5,5,13,8.0
,3,3,3,3,2,3,1,0,14.0
,3,3,1,3,1,3,1,0,0.0
,4,2,1,2,4,2,2,6,0.0
,4,5,5,1,5,3,1,0,5.0
,4,5,2,5,5,4,4,8,4.0
,3,2,3,1,4,3,5,4,0.0
,5,5,4,5,4,5,5,0,0.0
,3,4,5,1,3,5,2,0,0.0
,3,3,2,3,4,3,3,7,0.0
,4,3,1,2,3,3,1,0,0.0
,4,4,1,1,4,4,4,353,370.0
,4,2,3,3,2,4,4,0,2.0
,4,4,4,4,5,4,3,0,0.0
,4,2,1,2,1,2,3,0,0.0
,2,3,5,3,2,3,3,0,0.0
,1,4,4,4,3,4,4,0,0.0
,0,4,2,5,5,5,3,0,2.0
,4,4,4,4,4,4,5,0,0.0
,3,1,1,3,3,3,3,0,0.0
,3,5,3,4,1,3,3,11,22.0
,5,5,5,5,4,5,3,0,0.0
,5,5,3,5,4,4,1,0,0.0
,4,4,2,4,3,4,4,0,0.0
,3,5,5,4,5,4,2,0,0.0
,3,4,5,5,5,4,2,19,3.0
,1,3,3,5,5,5,5,0,0.0
,4,3,4,3,3,3,4,0,2.0
,2,4,2,4,4,4,3,0,0.0
,2,3,2,3,3,3,3,0,0.0
,3,3,2,5,1,2,2,0,0.0
,2,3,5,3,3,3,2,0,0.0
,3,3,2,3,1,3,4,42,37.0
,5,4,4,4,4,4,4,62,60.0
,1,3,3,3,3,3,1,26,19.0
,4,5,5,5,5,5,4,3,2.0
,3,1,3,1,3,1,3,8,8.0
,5,2,3,5,2,5,5,0,4.0
,3,5,5,5,5,5,5,52,50.0
,2,3,3,4,3,3,1,14,24.0
,4,4,2,3,5,4,4,6,0.0
,4,4,5,4,5,4,4,0,0.0
,4,3,1,3,4,3,5,26,19.0
,5,1,3,5,3,4,5,0,0.0
,1,2,4,2,2,3,2,0,0.0
,4,2,3,2,2,4,4,0,0.0
,5,4,4,4,4,4,4,0,0.0
,4,1,1,1,5,1,5,0,0.0
,2,3,4,4,3,5,4,0,0.0
,1,2,3,3,3,3,1,0,0.0
,4,4,4,4,3,4,4,0,0.0
,4,3,3,3,3,3,5,0,16.0
,4,1,2,1,2,1,1,2,32.0
,2,5,4,4,5,3,5,0,0.0
,4,1,2,1,3,1,3,10,16.0
,1,2,3,2,3,2,3,14,13.0
,5,4,4,4,3,4,5,0,0.0
,5,4,4,4,5,4,5,50,47.0
,1,4,4,4,1,4,4,0,0.0
,2,5,3,4,5,4,2,12,1.0
,4,5,2,4,4,5,4,150,132.0
,1,3,2,2,3,3,4,0,0.0
,2,3,2,3,1,4,4,0,0.0
,4,4,3,5,5,4,4,92,83.0
,1,1,2,1,3,1,1,0,0.0
,4,3,3,5,5,4,5,0,0.0
,5,3,4,5,4,3,4,24,0.0
,4,2,1,5,1,3,4,0,0.0
,5,4,4,4,3,4,5,15,7.0
,2,3,5,4,2,4,2,0,0.0
,2,4,5,2,1,2,2,0,0.0
,4,4,4,4,5,4,5,0,0.0
,1,5,3,4,3,5,1,0,11.0
,3,3,4,4,2,3,4,0,11.0
,4,4,4,4,2,4,4,0,0.0
,3,5,2,5,4,4,3,65,60.0
,5,5,5,5,3,5,5,0,0.0
,3,3,3,4,4,4,4,0,0.0
,5,3,4,3,3,3,2,0,34.0
,5,4,4,4,5,4,5,0,0.0
,4,2,1,4,5,4,5,0,0.0
,3,3,5,4,4,4,5,15,3.0
,2,4,1,2,3,1,5,74,75.0
,4,3,5,5,4,4,4,0,0.0
,4,1,3,1,4,3,4,18,8.0
,5,4,4,4,4,4,5,0,0.0
,2,1,5,4,2,5,3,0,10.0
,0,3,2,5,5,5,3,107,126.0
,2,5,5,5,2,5,2,1,4.0
,2,3,3,2,2,2,1,6,0.0
,2,5,3,5,2,5,4,61,69.0
,5,1,3,4,4,4,4,0,0.0
,2,4,3,4,2,4,1,39,36.0
,2,4,4,4,5,5,2,0,0.0
,2,3,5,3,2,3,2,1,49.0
,4,5,5,5,3,5,3,0,0.0
,4,5,2,2,3,5,5,12,9.0
,5,3,4,4,5,5,5,0,0.0
,4,5,5,5,4,5,4,37,41.0
,3,4,3,4,1,4,1,0,0.0
,5,4,4,4,4,4,3,0,7.0
,4,3,4,3,3,3,3,3,16.0
,4,3,5,4,5,5,4,0,0.0
,5,3,3,5,3,4,5,0,0.0
,2,5,0,5,1,5,4,0,12.0
,1,4,5,4,4,5,4,0,0.0
,2,3,3,5,4,1,3,54,51.0
,0,4,5,5,4,5,2,0,0.0
,4,3,3,3,4,3,3,0,0.0
,4,3,4,4,2,1,1,0,20.0
,2,4,3,4,1,4,2,0,0.0
,3,2,3,2,4,2,4,57,69.0
,3,4,4,4,2,4,3,0,0.0
,2,3,3,3,5,3,1,8,11.0
,4,4,5,5,3,5,4,1,0.0
,0,3,3,3,2,3,2,0,0.0
,1,5,5,5,2,5,5,0,6.0
,3,5,5,4,5,4,3,0,0.0
,3,3,2,4,4,5,3,12,0.0
,1,3,2,5,3,5,1,0,2.0
,5,4,4,5,5,4,4,8,3.0
,2,2,3,4,2,3,2,0,3.0
,3,5,4,5,4,4,2,0,0.0
,3,3,2,3,3,4,2,0,0.0
,3,3,1,3,5,3,5,0,0.0
,2,4,3,4,2,3,2,34,32.0
,4,5,5,5,4,5,4,0,0.0
,2,4,4,3,3,3,5,0,0.0
,4,5,4,5,5,5,4,0,2.0
,3,5,3,3,3,5,3,0,0.0
,5,5,5,5,2,5,2,0,0.0
,4,4,2,5,5,5,4,0,0.0
,5,4,5,4,2,4,2,3,0.0
,4,5,3,4,4,5,3,0,36.0
,5,4,4,4,5,4,3,68,61.0
,1,2,2,4,4,3,1,38,21.0
,2,2,2,2,2,5,2,136,135.0
,1,3,3,4,3,4,1,81,74.0
,4,4,4,4,2,4,3,0,0.0
,4,1,1,1,4,1,1,0,7.0
,4,4,4,4,2,4,1,0,0.0
,4,4,4,4,5,5,4,0,0.0
,2,1,2,3,1,3,2,18,24.0
,4,1,2,4,5,3,4,0,0.0
,5,5,5,5,5,5,5,14,1.0
,3,1,1,1,1,1,3,0,0.0
,3,5,2,4,3,5,1,14,0.0
,4,1,2,3,1,4,2,0,0.0
,2,2,2,2,3,2,3,0,0.0
,2,1,1,1,3,1,2,0,0.0
,4,5,3,1,2,4,4,0,0.0
,0,1,1,3,2,4,2,0,0.0
,5,2,3,3,4,2,3,0,0.0
,2,2,3,2,4,2,3,0,6.0
,4,3,2,3,3,3,2,0,0.0
,4,3,3,4,5,4,4,3,2.0
,4,2,4,4,4,4,4,0,0.0
,3,1,1,1,3,1,2,26,32.0
,4,5,4,1,3,2,4,0,0.0
,4,5,5,5,3,5,5,0,0.0
,5,5,2,2,1,2,5,0,0.0
,4,5,3,5,4,5,4,0,0.0
,5,4,4,4,4,4,4,0,0.0
,2,4,3,4,4,5,1,0,0.0
,1,3,5,3,3,3,1,1,0.0
,4,3,4,5,5,5,3,0,0.0
,3,4,3,4,4,4,1,10,0.0
,5,4,5,4,4,4,4,0,0.0
,4,5,5,5,3,5,4,5,0.0
,4,2,2,4,4,3,4,0,0.0
,5,1,3,1,2,2,4,5,14.0
,3,4,2,3,3,4,3,0,14.0
,5,1,2,1,1,4,5,0,24.0
,4,5,5,5,2,5,4,108,91.0
,1,5,5,5,1,5,5,8,24.0
,5,4,3,2,3,5,2,0,0.0
,3,4,5,3,5,4,2,4,1.0
,5,4,4,4,1,4,3,1,0.0
,5,3,3,3,5,5,2,0,0.0
,4,4,4,4,3,4,4,10,0.0
,5,5,4,4,4,5,2,0,0.0
,5,4,5,4,3,4,1,0,0.0
,1,5,5,4,2,5,2,0,0.0
,4,3,3,3,1,3,4,35,66.0
,3,3,2,4,4,5,1,13,0.0
,2,1,2,3,4,4,5,6,21.0
,3,3,4,3,2,4,3,0,6.0
,1,4,2,4,4,4,4,0,0.0
,4,4,4,4,5,4,4,6,0.0
,5,4,3,4,3,4,5,0,0.0
,5,3,4,3,5,3,5,2,0.0
,3,3,3,3,1,2,3,0,0.0
,1,5,5,5,2,5,2,0,0.0
,2,1,4,3,2,5,1,0,0.0
,2,4,4,5,4,5,4,9,12.0
,2,4,5,3,1,3,4,16,23.0
,2,4,4,5,4,4,2,0,0.0
,3,4,5,3,4,3,3,79,83.0
,2,3,1,2,1,2,2,6,14.0
,3,2,2,2,4,2,2,59,52.0
,4,5,5,4,4,5,4,0,0.0
,3,1,1,4,2,3,2,0,4.0
,3,1,4,3,3,1,5,0,29.0
,5,5,1,5,3,5,4,1,0.0
,1,4,4,4,3,5,2,0,2.0
,2,2,4,5,2,4,2,236,230.0
,5,4,4,4,4,4,4,0,0.0
,4,5,3,5,3,5,3,9,11.0
,5,2,2,4,4,1,5,79,61.0
,5,5,5,5,4,5,5,0,0.0
,1,1,5,1,5,1,1,113,101.0
,5,1,3,5,5,4,5,3,0.0
,4,4,4,4,5,4,3,0,0.0
,2,3,1,2,1,2,2,97,120.0
,5,2,3,5,1,2,5,0,13.0
,4,1,3,2,5,3,4,0,0.0
,3,3,4,5,4,4,5,0,0.0
,4,1,1,1,3,1,4,0,0.0
,4,2,1,1,3,1,2,0,0.0
,4,4,4,4,5,4,3,0,0.0
,1,3,3,3,1,3,3,0,7.0
,2,2,2,2,1,2,5,3,11.0
,4,4,4,4,1,4,4,33,18.0
,4,4,5,4,3,4,3,0,0.0
,3,4,4,3,1,5,3,0,0.0
,4,1,1,1,3,1,1,0,0.0
,4,1,4,1,4,1,4,0,5.0
,4,2,2,2,4,2,4,0,0.0
,5,1,4,4,3,3,3,48,76.0
,5,5,4,4,5,3,5,179,158.0
,3,5,4,5,1,5,3,3,10.0
,4,1,1,3,1,3,1,47,52.0
,5,5,4,5,5,5,4,0,0.0
,3,3,4,1,3,1,2,33,23.0
,4,1,4,4,4,1,4,0,0.0
,5,4,4,4,3,4,4,0,0.0
,3,4,4,5,4,4,2,0,0.0
,1,1,1,1,2,1,3,2,14.0
,4,5,5,5,5,5,5,39,45.0
,5,4,4,4,2,4,5,0,0.0
,4,5,5,5,3,5,5,0,0.0
,2,2,2,2,3,2,4,12,1.0
,3,2,4,1,2,5,4,18,16.0
,3,4,3,2,4,1,1,58,56.0
,2,3,1,3,4,3,1,0,0.0
,4,5,5,5,4,5,5,0,0.0
,2,1,4,3,3,4,1,16,16.0
,4,5,5,5,3,5,5,7,2.0
,5,5,3,5,3,5,4,0,0.0
,3,3,2,4,3,3,1,0,0.0
,3,3,3,3,3,3,1,0,0.0
,2,3,4,3,3,3,4,6,5.0
,2,2,5,4,4,4,2,0,0.0
,2,5,5,5,5,4,3,40,16.0
,1,3,1,3,3,2,4,0,0.0
,3,1,2,3,3,4,4,0,9.0
,3,4,4,4,3,4,4,13,15.0
,4,3,3,3,5,3,5,15,21.0
,3,5,2,4,5,4,2,0,0.0
,4,3,3,3,3,3,3,3,10.0
,5,4,4,4,3,4,5,0,7.0
,5,5,5,5,4,5,5,8,2.0
,4,2,3,3,2,3,3,26,17.0
,3,4,4,3,1,3,2,0,0.0
,1,3,3,3,4,4,3,0,0.0
,1,2,5,1,2,5,2,9,0.0
,5,4,4,4,3,4,4,1,0.0
,3,4,1,3,4,3,1,31,24.0
,2,2,4,3,4,2,3,9,19.0
,4,5,5,5,3,5,4,0,0.0
,3,4,4,2,2,4,4,0,0.0
,5,5,5,5,5,5,3,0,0.0
,4,4,4,4,4,4,3,0,0.0
,4,5,1,1,4,1,4,3,0.0
,3,1,5,3,3,3,3,6,2.0
,4,4,2,5,4,5,4,0,0.0
,4,4,4,4,4,4,5,0,0.0
,3,3,1,1,5,1,5,0,0.0
,2,3,4,3,3,1,2,0,0.0
,3,1,3,1,4,1,1,0,0.0
,4,3,4,4,5,5,4,13,0.0
,2,4,4,4,4,4,3,0,0.0
,3,2,2,2,2,2,1,14,0.0
,3,1,5,1,3,2,3,59,89.0
,4,2,2,2,1,2,2,0,5.0
,1,1,2,4,1,4,1,8,5.0
,3,4,3,4,5,4,3,0,0.0
,0,5,3,4,4,4,5,0,0.0
,5,4,4,4,2,4,4,0,0.0
,4,3,3,3,4,3,5,0,0.0
,4,4,0,4,4,4,4,1,2.0
,1,2,1,2,3,2,2,0,0.0
,4,3,1,3,5,1,2,1,2.0
,5,5,1,5,4,5,5,17,13.0
,5,3,4,1,4,1,4,0,0.0
,5,5,5,5,5,5,3,0,0.0
,5,1,3,1,4,1,5,0,0.0
,3,1,1,1,4,1,2,32,43.0
,5,4,4,4,3,4,4,5,0.0
,2,3,3,5,4,5,4,0,0.0
,2,4,1,3,3,2,4,0,0.0
,4,4,4,4,3,4,3,4,0.0
,4,4,5,4,3,4,4,24,26.0
,4,5,5,5,5,1,4,2,0.0
,5,4,4,4,3,4,5,0,0.0
,2,3,4,4,3,5,4,59,38.0
,5,5,3,5,5,5,3,21,25.0
,5,4,1,4,3,4,4,0,0.0
,5,5,5,1,4,1,5,0,0.0
,2,5,5,5,3,5,4,6,0.0
,5,4,4,4,4,4,3,26,48.0
,3,3,5,3,3,5,5,2,0.0
,5,2,4,4,4,5,5,0,4.0
,4,5,5,5,4,5,5,16,7.0
,5,2,3,2,4,2,5,0,0.0
,4,4,3,4,5,4,3,3,27.0
,5,4,5,4,2,4,5,0,0.0
,2,1,5,5,1,2,2,0,0.0
,3,4,4,5,4,4,3,0,0.0
